7.0	7.009825
6.0	5.997232
5.0	4.9893146
6.0	5.010167
7.0	7.006103
8.0	7.9941387
7.0	7.0115275
7.0	6.990156
3.0	3.0042288
7.0	6.9830728
8.0	7.996107
5.0	4.991578
6.0	5.987407
7.0	7.000245
7.0	7.0033207
5.0	5.006148
5.0	5.0000167
7.0	7.0043087
5.0	4.988769
2.0	1.9911973
6.0	3.999822
6.0	5.991239
7.0	7.0000553
5.0	4.9934998
5.0	4.9984145
5.0	4.9833555
5.0	4.9828787
6.0	5.99283
6.0	5.9867325
4.0	3.9737563
4.0	4.0048256
7.0	6.009713
4.0	4.008752
6.0	5.9985566
4.0	3.998353
7.0	7.000993
7.0	6.9934535
4.0	3.981574
5.0	5.0118747
2.0	2.0001435
6.0	5.999529
5.0	4.996833
7.0	7.005936
7.0	6.9988194
8.0	7.995106
4.0	3.9966438
4.0	4.000649
5.0	4.9884734
8.0	8.014142
5.0	4.993929
7.0	6.9920483
7.0	6.9962206
5.0	5.0090914
6.0	5.997315
6.0	6.011642
6.0	5.996703
5.0	3.9857917
7.0	5.9916506
8.0	6.993139
8.0	8.006486
7.0	6.995417
3.0	2.9881947
7.0	6.985524
6.0	5.981684
6.0	6.0265365
6.0	3.9925063
6.0	6.0044274
7.0	6.9879327
8.0	7.012276
8.0	7.9914255
5.0	5.0187073
6.0	6.0197196
6.0	5.988846
3.0	3.0123904
6.0	6.018774
8.0	7.983973
6.0	5.9851284
5.0	5.979072
5.0	3.990603
5.0	4.9899445
6.0	5.99666
5.0	4.987233
6.0	6.0069175
4.0	4.0003047
7.0	7.004244
7.0	7.010296
6.0	6.0026307
5.0	4.9977612
8.0	7.9917865
7.0	7.008975
6.0	6.0027046
8.0	8.002188
7.0	6.9939475
6.0	6.003002
7.0	6.9921837
6.0	6.0031
7.0	6.997352
6.0	6.0071554
6.0	5.9867153
5.0	5.000476
12.0	12.007029
7.0	7.000746
5.0	3.9857767
9.0	7.9925547
5.0	5.0126724
6.0	4.9992924
6.0	5.991807
4.0	4.0125422
5.0	5.0154967
5.0	4.9882126
8.0	7.9949703
9.0	8.996556
6.0	5.005332
5.0	3.9981964
7.0	7.0012245
8.0	6.9985394
3.0	3.021999
6.0	6.005735
5.0	4.997064
7.0	6.9972215
6.0	5.0047317
8.0	7.9904485
8.0	8.002702
7.0	7.0015926
8.0	7.991354
8.0	6.9768543
6.0	5.9826303
4.0	3.9977047
5.0	5.0090704
3.0	3.995508
7.0	6.00866
8.0	7.996333
5.0	4.989489
6.0	4.9872165
4.0	3.9907343
