7.0	5.9902267
6.0	6.0083632
8.0	7.996984
6.0	7.0008116
7.0	6.9866147
6.0	6.008632
5.0	4.9798484
9.0	8.993446
5.0	4.0041847
8.0	5.988774
6.0	6.006141
6.0	6.991308
5.0	4.987739
6.0	6.0128646
5.0	4.001539
6.0	6.0051904
4.0	5.010182
8.0	6.973807
6.0	6.0063477
7.0	6.9923897
8.0	6.993707
6.0	5.0043745
5.0	4.9963694
5.0	6.005945
5.0	5.9995914
5.0	5.0016823
6.0	5.9950976
6.0	5.989351
7.0	5.9925966
4.0	3.9989717
8.0	7.0183725
8.0	8.014719
6.0	4.993467
6.0	6.0006027
7.0	6.997123
7.0	7.0013027
6.0	6.002589
6.0	6.0052752
3.0	2.9709885
7.0	7.003665
6.0	5.996011
5.0	4.9929504
4.0	5.0079427
8.0	7.0146685
6.0	6.00689
7.0	7.9948144
7.0	5.98924
8.0	7.9699373
6.0	7.0018253
5.0	6.00579
4.0	3.9989815
7.0	6.0093374
7.0	6.9867983
4.0	3.9982877
5.0	4.997497
7.0	6.998899
5.0	5.011679
4.0	5.9989514
4.0	4.997052
6.0	5.990633
4.0	4.0132856
3.0	2.985688
4.0	4.99447
6.0	7.016939
5.0	5.0046825
5.0	5.9997983
7.0	6.000217
4.0	4.990536
8.0	7.999315
5.0	4.9965014
7.0	8.001797
6.0	5.9849377
7.0	8.003979
6.0	5.010166
5.0	4.997962
6.0	5.006471
3.0	3.0031035
9.0	8.993922
5.0	4.9894147
6.0	5.990816
4.0	3.002929
7.0	5.999439
7.0	8.012751
8.0	8.007909
6.0	6.007888
4.0	5.0026307
5.0	5.990378
6.0	6.0032535
7.0	6.0006385
6.0	4.988616
7.0	8.012099
7.0	6.011023
7.0	6.9885583
5.0	5.993622
5.0	6.9945006
4.0	7.0060987
6.0	3.0049472
5.0	6.000444
6.0	5.0027385
8.0	7.9871235
8.0	8.003814
6.0	5.998991
7.0	6.9932094
5.0	3.984675
6.0	5.0002694
7.0	7.0035696
7.0	6.982975
5.0	5.000185
6.0	5.0012226
3.0	2.9944577
10.0	11.0037985
9.0	8.998673
7.0	7.002832
7.0	7.0053425
6.0	4.005348
6.0	7.010168
5.0	5.003383
10.0	8.99523
6.0	5.993522
7.0	5.989367
6.0	6.0015116
5.0	6.013213
7.0	5.9964156
3.0	4.004496
4.0	3.9924772
6.0	5.001948
5.0	5.0125933
9.0	10.006863
7.0	6.984292
6.0	6.005707
8.0	7.006162
5.0	5.0017347
6.0	7.0066752
6.0	5.991665
7.0	7.000633
7.0	7.0111017
8.0	7.0101995
6.0	7.0054803
6.0	5.99117
5.0	4.9895954
4.0	5.0011454
5.0	5.0018077
7.0	7.9989963
7.0	5.991952
4.0	5.0043697
6.0	6.0011015
7.0	7.002898
5.0	6.0059342
8.0	5.9972634
7.0	6.9951124
4.0	4.0110755
5.0	4.9924264
7.0	6.9953084
5.0	5.0123425
6.0	5.9945297
6.0	3.999014
5.0	3.9958804
3.0	1.9821678
6.0	4.998767
8.0	7.989894
3.0	2.0025458
4.0	5.0110564
6.0	6.977858
7.0	5.9959307
6.0	6.0045233
8.0	6.9781666
6.0	6.013363
7.0	6.003799
7.0	7.0108323
6.0	5.9943604
5.0	6.995567
8.0	7.9983907
8.0	8.021382
9.0	9.013181
4.0	4.0013237
6.0	6.002544
8.0	8.006349
5.0	5.023916
6.0	5.003827
5.0	5.0004597
7.0	7.996614
7.0	6.0023494
8.0	6.9941297
7.0	8.004961
6.0	6.985674
7.0	5.997395
6.0	5.007346
6.0	6.003691
8.0	6.9953737
8.0	7.9976797
2.0	2.0103533
6.0	5.987896
9.0	7.987954
6.0	5.9907036
5.0	4.999893
5.0	3.9864326
6.0	6.00953
6.0	4.990757
6.0	6.0022435
4.0	5.9942093
