1302,791
3673,3484
172,3610
2299,2448
284,2253
3186,3584
3536,4904
3331,1830
3064,2646
5177,466
2213,4553
1918,1718
4740,3805
1284,3962
2669,4826
4461,575
2778,1520
3373,557
3916,3007
3392,957
810,4662
2242,1682
3075,2231
3827,42
4070,2656
1880,3941
3478,4331
3820,630
3781,3307
4665,5122
1011,3794
4656,4810
3451,4550
3964,2260
97,2230
2467,3156
4428,4710
4049,4496
2909,1835
4472,3226
4825,2717
3684,2349
3266,2457
3631,3197
1301,3898
2831,2111
2870,3964
4736,3912
1613,4113
4159,3846
2068,514
4709,3367
2557,173
108,2389
106,4249
4824,4103
1334,2493
1910,3483
5134,2351
1499,1732
4755,4961
4553,3671
4771,4900
4203,805
1074,3875
4645,5197
40,2129
1391,4539
171,4607
1763,3701
4422,4755
3234,2102
4850,1236
4881,3009
4244,4306
3430,4525
3566,2046
1339,5236
1870,3907
1601,1467
3338,2112
3195,4209
1463,4915
166,4753
1206,837
3107,4254
3570,3068
2176,3841
3953,2605
915,5240
2307,5075
2454,4503
932,1692
3099,3526
1983,2814
3233,3455
4576,246
923,1677
3456,2909
1841,72
1612,761
2779,3717
4552,4356
3440,1937
2978,1651
5212,216
4080,2331
1040,3265
1486,4797
96,2630
4301,2778
4341,526
4973,467
3837,4721
3439,4019
4047,3579
3230,2823
3864,2088
141,3833
600,2052
2112,2905
4566,4603
4496,1508
99,3295
4278,1009
3839,4950
3417,4141
2061,2156
4232,4447
1930,4444
3348,74
775,4876
2039,2247
709,1327
1449,927
4694,3052
1851,3394
3199,3312
977,1816
1683,881
3355,4825
307,1776
4358,3141
1656,936
4659,2033
357,2056
4538,1731
4977,1294
4166,4981
2474,3326
2495,1826
3749,4309
1690,2271
4074,592
4841,3529
5198,4148
732,3959
4719,4266
4284,3737
1406,4669
5145,4465
3770,1639
3734,1576
758,4696
1729,4053
1268,2328
4505,2906
1501,3653
3073,2604
2256,1755
3596,1840
4871,2340
3677,3287
4934,2236
308,4660
597,1398
2502,3836
3886,1153
2086,4701
3520,1367
3467,1533
585,3178
3154,3099
2430,3905
3376,2370
9,34
3470,4281
4754,1873
4885,3885
3254,4076
982,4909
4380,3015
654,206
4368,4425
3766,4580
3110,668
3598,202
4577,219
2864,4574
4904,3622
2968,3798
3222,1658
1649,2357
2203,1111
2918,2848
3703,2527
629,453
243,2932
1021,1735
4604,4700
404,32
3004,2834
3528,1276
1969,1876
4798,4919
5119,2095
4356,528
2892,1443
4107,4215
3865,1657
2331,2090
677,5126
4782,3675
256,3862
354,811
20,670
1378,3020
893,4351
4578,3517
4085,4363
2149,88
741,1545
3197,2713
1902,2451
1459,3564
1228,3134
3710,3791
2903,4250
2137,486
5060,2394
2735,4968
2493,3155
3206,1867
3940,4691
3834,401
2904,5218
1716,1983
2521,3076
1850,2064
