966,34871
30432,12162
34940,16691
8541,31050
32285,23323
30783,300
10287,35933
31086,6841
22828,1906
4008,2126
32124,23943
26308,31152
916,8908
11290,34513
28907,23071
3333,12872
1036,17768
2081,25260
3548,24880
10177,14406
20926,15373
7111,16823
34977,17967
24666,6241
6158,6289
12429,13944
29172,32381
13208,30368
8511,1037
12328,31743
19530,20463
6157,9034
16492,29806
8002,17179
14737,7718
29221,25673
24255,18962
27850,5524
28801,22869
19071,34317
24516,10444
32481,5245
22881,30807
23349,28223
29515,5421
32749,32863
35030,7052
27355,30722
12276,27744
36627,9300
28139,26135
16950,22433
32079,4292
954,2862
28168,17737
15899,4141
35182,30633
12168,16561
30125,14411
33089,6822
33072,19354
34858,25004
21234,14191
10093,36655
13052,26790
4919,15193
15529,35246
17348,33549
3635,15137
7037,25997
7803,24533
17649,15323
10797,7084
25757,10180
30411,22709
8805,20399
32475,6629
2385,7796
33718,2371
17389,17452
34715,11419
1318,18849
7344,23174
919,29015
17581,10931
32691,14916
23127,16884
14867,3336
23225,11359
6586,12659
540,9523
17509,36691
15915,12456
12454,34974
35094,10224
11976,18146
17335,9592
6019,27009
53,16986
15876,19659
17865,1544
9740,24670
15353,25106
19862,31201
11915,36231
11115,28356
4018,1516
14291,13889
16697,11674
34041,21237
2118,36596
10986,17120
17775,22186
23312,4833
11816,9625
11105,2413
30916,36674
24077,32324
6327,16437
23660,6229
31194,31881
31888,14237
7702,28992
35672,27529
767,12662
25534,23657
36515,7470
27898,25977
8625,12556
21019,483
21219,19935
18790,34516
18165,20525
35829,26298
24436,1376
24586,31451
7312,28891
25048,8687
6274,20483
12178,21764
31106,5275
4548,14440
10982,27339
13887,35782
5079,21731
15047,27029
1328,24568
22197,6588
6581,27179
12707,15208
28722,24492
5835,29324
20780,12409
3944,34924
3035,8332
2893,23224
11127,13614
5427,3679
4502,7588
30429,36018
21374,28943
32743,15863
25756,32548
30252,6147
27802,13821
34077,10119
35950,14029
9195,10973
22469,33818
29577,35778
3748,4624
30679,35787
14501,20077
13401,3531
32467,14846
34016,4809
8046,31672
1422,17564
23922,29723
5533,6940
9258,1020
681,7040
25978,21995
16951,13439
36209,33
8033,5428
35609,1880
18197,10258
9839,4573
897,33597
31756,24949
26527,9487
35070,32211
29696,7666
24416,31570
25658,12963
17423,11388
7913,35282
27320,3201
15324,32265
2293,4880
8363,30649
32400,30459
14426,10235
11358,19883
1125,8764
9427,2944
31234,28461
5665,5659
26502,774
12426,1964
28777,8310
20936,15297
17789,4177
31463,10297
1990,10513
459,34430
128,541
250,9285
33478,2031
24885,1178
15171,9062
19343,21472
28393,28757
20077,25370
25183,17249
2612,30927
18935,16095
32551,36503
27533,19641
31513,23040
28469,25584
603,26096
34303,20522
12748,15111
25731,3227
34978,4679
24831,35994
8601,28390
11564,33885
7837,18463
26511,23193
27286,14858
4570,6124
35634,26432
6518,28149
5569,21900
29656,27930
21256,12132
20717,24158
2368,27708
13744,4658
24647,2305
6042,25610
4916,19337
9932,25693
1148,10037
22647,9318
26256,3471
9699,21677
32884,9212
22732,18037
14043,13465
24961,17386
34109,7198
15174,8561
30107,30931
10381,30143
10587,6125
5164,5083
23079,4965
5288,8517
33715,19432
13579,23580
11665,5990
26260,20002
20416,30551
5930,26068
25753,2860
6320,19608
17316,31730
20664,34589
18752,15743
27566,29186
34147,28511
3816,9411
21524,6813
6716,2903
7937,2347
3819,8082
5323,1855
25124,20018
16015,19739
10230,31300
12282,19102
13877,27736
22481,25696
8772,10842
5100,6129
13857,25969
19618,35751
24982,26336
21893,6309
9730,28665
11463,29125
30250,18743
1639,24689
9352,29716
16774,24635
14782,10259
29369,31353
21081,26117
3925,11262
28478,3883
6794,12804
15731,22547
25525,7778
31782,21957
14477,18137
27257,33560
4862,26977
26765,25534
16499,28901
18063,36625
12405,23038
11808,24863
4392,28550
17417,21762
10634,6887
30959,28747
27281,19808
36430,29655
17817,20665
18225,21806
887,18293
22122,28078
8182,18883
13030,15047
6417,25759
36661,5887
31452,10805
27465,16151
22904,8721
4522,32494
10474,16460
755,15646
22443,31261
31108,28133
6127,20996
33836,16769
196,6165
14227,21906
8104,29211
22020,11521
9597,11234
17354,17142
