583,4218
362,3355
6367,6
5968,1715
7656,3542
2157,2437
4073,9050
3332,950
9811,3370
7889,5704
4361,729
9385,393
4807,2904
7880,4148
6519,7877
1049,9243
7082,8980
9182,3942
4471,7098
6437,8583
8209,9637
3539,6654
2646,9196
7059,2211
364,7472
7485,4926
6780,9118
8590,6202
5556,5537
964,9266
9865,2173
3720,5002
5816,1776
3499,188
6534,5441
7415,5619
9540,9304
6883,728
4794,1394
5207,7213
5153,3350
9523,9710
8173,3667
7642,221
6511,7201
182,2902
7851,820
1195,2567
5964,3147
703,1190
39,1064
5293,7008
9205,5570
9381,953
6824,8746
2441,1391
772,8144
8020,948
9681,244
2188,4903
1034,9762
5864,8067
7226,397
4835,8674
2794,4409
2554,8480
813,2402
847,725
1502,4628
7979,2076
6332,7620
4957,9763
4423,7379
7252,7114
2346,1104
9002,156
1159,5204
2133,1994
3198,8929
4042,5285
814,3434
4244,8586
6699,5795
1660,6362
6567,3896
655,4596
4745,3782
3362,5754
1363,8074
5988,6588
8963,405
9724,9342
786,1973
1967,6331
3560,1852
6202,9748
6088,2786
7646,6312
7094,4654
2749,8146
4727,5594
8221,1447
2968,2873
4837,2274
1917,4761
7240,1227
6000,1802
4908,1343
6179,3573
5799,5493
6884,3726
1048,7222
4934,7709
7251,6382
8961,5352
9562,5155
4122,5547
1976,4707
3400,5713
4931,3826
8638,9189
2500,2217
3612,7473
8524,5014
424,3339
6842,7182
1396,7316
3114,2524
1094,8254
4003,3357
3880,5946
7428,4301
3892,1695
196,5695
4533,163
2642,1402
6507,2387
842,2802
3767,1948
8492,9750
2375,2658
6242,993
1533,9331
1624,2979
6744,4075
4748,6516
7543,5528
9736,3307
5264,3404
8213,6534
6986,3234
7841,3618
9698,1874
8704,3101
3556,5930
458,9490
7361,5252
9468,7481
106,702
693,7780
8091,6113
6910,8889
8287,667
2078,5729
7497,4328
686,590
9239,4106
8417,8006
9821,6473
7548,4633
7332,6989
1438,5568
8033,9456
1611,1320
1508,6100
82,2730
9357,4619
6881,3097
7500,165
9662,3745
8573,585
1679,3341
5055,6137
4777,3199
8260,2380
3115,2023
2420,6484
5477,5607
7874,5708
2283,2519
5318,639
3287,9628
5089,9668
8390,3210
4357,8029
5019,8147
3924,3927
404,3830
9442,4342
3494,6781
8438,1041
4734,9021
817,9458
5104,7672
5272,5447
282,9360
8841,1645
3348,7354
3,2522
1469,7445
2778,7028
3591,6403
3578,4592
7034,8420
3619,358
766,8284
8646,3263
502,1527
9727,4307
5820,4306
2027,50
263,7969
6282,9673
2072,9807
2040,6092
1470,3394
574,1526
7616,8511
3604,5167
8983,9812
7673,523
259,3828
6002,4984
1963,4101
6821,1859
218,8214
9710,1831
7134,4656
4203,6574
5439,418
402,6538
785,7623
5751,2150
9434,5636
4993,9114
9781,9563
6543,3607
7581,2333
1959,6096
2679,4005
1021,9819
1339,8715
2530,6688
4534,7175
3229,3240
3766,172
8269,5813
1212,996
8190,3007
7846,3043
1221,7853
8140,9172
517,495
8534,5986
1505,4774
7563,4260
1769,7941
3151,1400
7807,8907
1739,8656
4839,7882
4282,7951
2407,5179
4449,8682
7668,8646
1246,6326
1818,5272
2204,9089
7072,9854
6629,9429
3653,2821
5510,4257
2815,9295
76,535
9676,7901
434,5982
3735,6060
7866,2995
5879,5454
6576,5953
9570,4067
6226,776
9072,5722
2884,3742
8077,518
822,9290
6820,5173
7129,8151
7963,1576
6434,9520
5341,9645
8445,5638
5866,305
5081,7034
1868,9716
2135,3821
7031,1057
6772,4658
1171,6933
8624,9581
7912,6792
5777,2676
9340,3406
4272,4354
2086,755
6394,4232
1085,7256
3117,8162
9575,754
7181,5415
9424,1768
4196,3944
7489,4057
8421,5830
52,4250
3277,4420
9483,8108
5302,7455
7850,216
9227,6431
335,5090
6355,8843
4704,3963
7290,9139
4014,2071
910,5786
8037,9535
6109,1893
6063,6909
7232,3045
6126,5818
2729,1013
5962,9097
9524,2884
4205,8393
2417,4533
1680,603
9280,7542
5115,2601
6050,7168
9038,8200
8840,6396
6333,9363
7135,1606
8973,9000
2699,2193
8886,8472
9565,1093
3761,6862
8887,4155
2779,5668
9664,6662
4826,5253
8920,6055
7101,8153
8322,2874
4831,3666
4772,1723
4906,4408
9342,5079
4375,5351
6788,7912
3127,1202
2537,3493
8787,9605
5410,5801
3845,2167
5308,6221
2130,7932
1801,7068
9031,7645
9689,9814
4663,3734
6931,5061
1416,4362
2654,9873
8979,3731
2700,2990
5204,1850
940,7883
2310,4631
2445,893
3950,9619
9380,2998
7070,6085
5534,8926
4859,9686
8652,7367
454,7488
8791,6795
6143,2663
2886,3342
5986,4872
8400,2226
1041,5135
9576,964
6956,2266
6542,5033
2081,2003
7164,7762
5092,8961
3285,8397
7524,4512
5605,2994
6296,6439
8993,7193
2098,886
9590,1230
5175,5571
1280,1657
6312,4370
1223,2920
8067,97
1555,3880
8731,9320
9124,6784
611,6383
4680,2207
4362,5811
5742,2907
5542,6247
6619,9391
2954,3574
9295,5460
6711,7781
9478,3810
8795,2390
7337,2956
8300,2170
3656,7420
2084,7106
9579,9179
9299,2471
1077,9508
8750,3075
6517,3371
5549,1001
5138,1130
9743,4115
365,7161
8070,6847
3842,7634
6574,5840
7225,882
8127,4139
9792,9835
8625,8149
8535,8807
9601,1401
