54161,14214
22674,15135
51763,35853
4519,57118
55985,46390
8613,41439
53783,47120
18544,10163
38008,39971
16668,26453
17934,16455
13319,100
8919,6177
10188,38110
10903,25091
6848,1540
13947,42931
28724,5580
48732,4215
8482,6661
1038,7341
16186,50236
1684,8596
54450,5899
17122,8086
50334,51496
24926,44907
39922,2735
4030,9378
47363,108
38248,143
24455,35983
38732,17263
12080,55093
35401,23683
51390,3386
53235,48965
14825,27004
6060,13987
18189,51493
22426,9135
33215,51172
17900,31114
7916,17895
24894,55957
32110,42341
45307,4519
2218,7402
17310,49020
19755,8019
51126,44785
19138,43708
28537,20716
7035,32234
52446,50504
43232,38419
42467,40881
26000,7858
46801,13728
3064,17635
36812,37134
39529,27052
56865,46657
29012,30456
2406,25908
321,527
6552,6348
14392,52869
14313,29517
30130,10578
21207,56157
37700,42625
42445,53308
4797,39564
13614,16807
36199,45143
6738,49385
54647,6635
28653,29951
39039,4945
55031,19327
42969,6248
36692,21240
38347,14508
20679,33651
27352,21842
55511,6078
16400,17352
17766,31398
53117,4973
53323,56236
21282,16504
13987,6841
10533,9673
38903,34764
4373,6394
52667,49362
24367,31005
14074,32790
39726,19001
24670,1670
40657,8866
38036,33625
54106,8088
33652,49793
15891,48292
15928,2376
13737,32540
21182,16891
42195,31802
42235,16968
30700,28070
28529,41796
17759,16651
56453,48184
14912,51847
18335,45585
31334,6901
20124,52459
4230,7325
35182,11383
39678,40922
41420,3302
52611,11078
33385,36778
38074,46198
15821,8989
41688,44993
8460,19585
31069,8106
24921,9610
30561,45801
50139,16667
56067,8489
46635,33065
18103,27219
48304,17123
50368,40176
52740,56192
34904,30464
45290,12986
50109,49266
30765,39349
45720,15209
46471,37371
19393,25067
10204,55887
27154,42457
43599,41402
49098,34790
11978,53460
26078,8774
25934,10903
18176,46650
23030,28742
48816,28362
8770,41751
35534,47360
55803,11550
7107,43273
51204,12891
4062,55036
45244,24619
23361,19854
22255,50030
1612,9313
24895,37921
56943,16846
4368,46909
19208,34498
30792,30631
23889,57090
14693,33928
1627,17089
35342,39777
5138,33368
49898,45271
10801,57233
31356,29955
36655,14406
8263,51988
39851,32398
38857,30356
28739,12404
18906,20407
41194,8808
20945,53363
45205,56873
47661,48434
35927,31222
35513,49482
620,35138
5167,10337
40681,50200
37716,46466
38896,47325
57253,17265
55082,12084
8782,12339
20160,1680
978,32656
52050,7415
28579,32528
21452,1535
3205,31680
55386,18223
51192,11956
48995,50847
43514,30308
9337,28125
7343,4087
16890,23977
8443,4617
38463,8431
2250,26610
23544,19695
20011,12299
9968,187
9762,51134
1921,56945
14052,3220
24181,46327
42383,47883
26491,28205
42256,24089
2138,38561
39217,20519
51968,48287
52995,23839
30640,53292
45819,34637
20566,14031
23779,33040
22331,6302
30639,14728
41689,27131
15681,1176
20545,23864
43309,55272
