40099,35854
49392,5262
64045,677
21821,21420
58341,48667
43890,53350
60743,19407
3205,65212
17703,65396
57767,5352
19504,14509
70978,68572
73550,43330
14154,44337
51349,72327
6944,201
52869,9507
20904,43877
38665,41699
58840,3450
35010,14685
73734,10401
14629,66438
49136,41476
65956,35193
38475,66914
7662,15541
66245,65292
69408,7135
12983,20182
1273,21596
40325,19817
1399,18204
68881,27637
18925,71702
39542,30196
37859,69709
27295,2845
52058,12836
50950,70915
26745,60359
10685,30702
56120,15371
56836,4025
55067,71246
45379,56007
4661,49440
36807,13307
51616,50396
14053,59756
30299,29048
1291,25110
62180,28359
6801,36423
23488,41946
44198,71057
39122,64473
1351,36126
43026,34238
1555,20218
60528,72649
2500,55938
45957,3077
2243,60306
9365,18564
2266,46353
40784,66550
51549,75072
1661,39042
12568,67473
73231,63382
2644,28478
60492,15295
27422,5677
59741,60925
31278,74482
64631,2076
28021,47993
10809,49366
14700,25442
36992,44392
49796,64173
36749,13528
37958,17527
56861,69251
33537,30909
66458,60291
56168,33559
58760,28756
64618,5005
53200,7411
29702,11815
65022,74620
30255,24183
29196,46512
21492,34073
4017,10977
14330,23077
34775,68413
16609,63790
58759,63956
26138,47388
8334,22033
11893,529
55888,13216
8348,51787
21761,41298
47848,48916
39789,23144
74359,49966
52365,40778
27706,27649
22588,24177
3062,7380
25792,18438
8246,48064
1281,50028
65194,60863
54340,61976
44711,6183
58105,45665
35528,37798
58264,16705
56388,26555
37646,5867
16254,4408
27292,6532
25031,56149
45391,74752
71504,47369
42099,42409
1329,6796
47543,41580
29675,50453
4827,11272
63997,39109
71647,46293
8271,30893
43871,1740
12293,56079
24912,25908
27031,56005
22020,52367
15545,74073
13594,72929
73369,20666
62521,51173
49784,9155
15949,15879
47910,16346
44578,42828
17001,33095
46068,47194
74269,14747
61658,62403
68098,24808
58944,1998
63592,30311
10798,6701
47452,34170
26711,49605
33982,213
3160,10436
18310,46339
53624,6239
19491,23801
32197,41729
63664,68218
6654,18392
75669,45347
23641,68462
61028,37273
42822,4391
46277,50281
40055,6270
25421,10599
37157,66628
8890,63173
62035,53616
73574,61104
73882,22676
13275,10542
44098,72473
57766,4755
75766,52271
19964,47055
61790,25739
63230,20394
13828,49234
41929,67379
46297,180
19244,20775
63934,299
64893,74345
28647,59921
70290,62449
43875,23304
65367,27303
60778,58521
62982,48948
47107,6613
36461,39947
18364,48131
33063,58332
71379,50098
14972,37814
64468,2850
28444,46420
16890,46637
27310,69743
21237,37199
63822,58064
66893,9547
18594,58162
67259,15860
24190,74284
4671,48168
70668,74379
72122,14149
65116,13502
60248,9967
3411,67343
30328,16725
24253,34532
